NDC,カテゴリー
532.3,機械工学 機械工作 工作機械 平削盤 形削盤 立て削盤
532.4,機械工学 機械工作 工作機械 フライス盤 ブローチ盤 リーマ盤
532.5,機械工学 機械工作 工作機械 研削盤 研削加工 砥石 ホーニング ラップ盤 超仕上
532.6,機械工学 機械工作 工作機械 切削工具
532.7,機械工学 機械工作 工作機械 手仕上 製罐 組立作業
532.8,機械工学 機械工作 工作機械 測定工具 ゲージ マイクロメーター
532.9,機械工学 機械工作 工作機械 工作機械の据付・運転・保守
533.1,機械工学 熱機関 熱工学 理論 伝熱工学 断熱 断熱材 蒸気表
533.3,機械工学 熱機関 熱工学 蒸気原動力 蒸気工学
533.4,機械工学 熱機関 熱工学 内燃機械
533.5,機械工学 熱機関 熱工学 ジェットエンジン ロケットエンジン
533.6,機械工学 熱機関 熱工学 太陽熱利用 地熱利用
533.8,機械工学 熱機関 熱工学 冷凍工学 低温技術 冷凍機
534.1,機械工学 流体機械 流体工学 水力学 流体力学 空洞現象
534.3,機械工学 流体機械 流体工学 水車 水タービン 水力原動機
534.4,機械工学 流体機械 流体工学 ポンプ[揚水機]
534.5,機械工学 流体機械 流体工学 油圧機 水圧機
534.6,機械工学 流体機械 流体工学 流体輸送
534.7,機械工学 流体機械 流体工学 風車 風力機関 風力の利用
534.8,機械工学 流体機械 流体工学 送風機 扇風機
534.9,機械工学 流体機械 流体工学 空気機械 空気工学
535.2,機械工学 精密機器 光学機器 時計 クロノメータ
535.3,機械工学 精密機器 光学機器 計器 計測器
535.4,機械工学 精密機器 光学機器 理化学器械 試験機 医療機器
535.5,機械工学 精密機器 光学機器 計算機械 統計機械
535.8,機械工学 精密機器 光学機器 光学機器
536.1,機械工学 運輸工学 車輌 運搬機械 機関車工学 蒸気機関車
536.2,機械工学 運輸工学 車輌 運搬機械 内燃機関車 気動車
536.3,機械工学 運輸工学 車輌 運搬機械 特殊機関車
536.4,機械工学 運輸工学 車輌 運搬機械 客貨車 車輌付属装置 艤装
536.7,機械工学 運輸工学 車輌 運搬機械 荷役・運搬機械
536.8,機械工学 運輸工学 車輌 運搬機械 軽車輌
536.9,機械工学 運輸工学 車輌 運搬機械 ホバークラフト
537.1,機械工学 自動車工学 自動車の設計・製図 自動車材料・部品
537.2,機械工学 自動車工学 自動車機関
537.3,機械工学 自動車工学 伝動装置
537.4,機械工学 自動車工学 走行装置 車軸 車輪 タイヤ ブレーキ
537.5,機械工学 自動車工学 車体 台枠 シャーシー 付属部品
537.6,機械工学 自動車工学 電気装置 電子装置
537.7,機械工学 自動車工学 自動車の整備・修理・保守
537.8,機械工学 自動車工学 操縦法 運転
537.9,機械工学 自動車工学 自動車の種類
538.1,機械工学 航空宇宙科学 航空理論 航空力学
538.2,機械工学 航空宇宙科学 機体構造・設計
538.3,機械工学 航空宇宙科学 航空発動機 プロペラ ジェット推進
538.4,機械工学 航空宇宙科学 航空機器[補機] 艤装 航空計器
538.5,機械工学 航空宇宙科学 気球 飛行船
538.6,機械工学 航空宇宙科学 飛行機
538.7,機械工学 航空宇宙科学 軍用機
538.8,機械工学 航空宇宙科学 航空術 運航技術
538.9,機械工学 航空宇宙科学 宇宙飛行 宇宙開発 人工衛星
539.1,機械工学 原子力工学 核物理 核化学
539.2,機械工学 原子力工学 原子炉
539.3,機械工学 原子力工学 各種の原子炉
539.4,機械工学 原子力工学 核燃料
539.5,機械工学 原子力工学 原子炉材料
539.6,機械工学 原子力工学 放射線 放射性同位元素
539.7,機械工学 原子力工学 原子力発電 原子力発電炉
539.8,機械工学 原子力工学 各種の原子力利用
539.9,機械工学 原子力工学 保守 安全
540.7,電気工学 研究法 指導法
540.9,電気工学 電気事業 電力事業
541.1,電気工学 電気回路・計測・材料 電気回路 回路理論
541.2,電気工学 電気回路・計測・材料 電気数学 電気計算 回路計算
541.3,電気工学 電気回路・計測・材料 電圧
541.5,電気工学 電気回路・計測・材料 電圧測定・制御
541.6,電気工学 電気回路・計測・材料 電気材料 部品
542.1,電気工学 電気機器 共通事項
542.2,電気工学 電気機器 直流機 回転機
542.3,電気工学 電気機器 交流機 同期機
542.4,電気工学 電気機器 誘導機 非同期機
542.5,電気工学 電気機器 回転変流機 整流子電動機
542.6,電気工学 電気機器 交流整流子機
542.7,電気工学 電気機器 変圧器 電圧調整器
542.8,電気工学 電気機器 整流器
542.9,電気工学 電気機器 特殊機器 コンデンサ
543.1,電気工学 発電 電力計画 電力系統
543.3,電気工学 発電 水力発電
543.4,電気工学 発電 火力発電 内燃力発電 ガス発電
543.5,電気工学 発電 原子力発電
543.6,電気工学 発電 風力発電 潮力発電 波力発電
543.7,電気工学 発電 太陽熱発電 地熱発電
543.8,電気工学 発電 太陽光発電
543.9,電気工学 発電 電池
544.1,電気工学 送電 変電 配電 電線路
544.2,電気工学 送電 変電 配電 送電
544.3,電気工学 送電 変電 配電 変電
544.4,電気工学 送電 変電 配電 配電
544.5,電気工学 送電 変電 配電 開閉器 遮断器 接続器 接触器
544.6,電気工学 送電 変電 配電 保護装置 ヒューズ 継電器
544.7,電気工学 送電 変電 配電 避雷器 避雷針 消弧リアクトル
544.8,電気工学 送電 変電 配電 配電盤 制御器
545.2,電気工学 電灯 照明 電熱 電灯 電球
545.3,電気工学 電灯 照明 電熱 測光 光束 照明計算
545.4,電気工学 電灯 照明 電熱 照明器具[灯具]
545.6,電気工学 電灯 照明 電熱 各種の照明
545.7,電気工学 電灯 照明 電熱 遮光
545.8,電気工学 電灯 照明 電熱 電熱 電熱計算 電気炉 高周波加熱
545.88,電気工学 電灯 照明 電熱 家庭用電化製品
546.1,電気工学 電気鉄道 鉄道電化 電化計画
546.2,電気工学 電気鉄道 電車線路 導軌条路 帰線
546.3,電気工学 電気鉄道 配電 変電所
546.4,電気工学 電気鉄道 電気機関車
546.5,電気工学 電気鉄道 電気車 電動車と付属車
546.6,電気工学 電気鉄道 集電装置 制御・ブレーキ装置
546.7,電気工学 電気鉄道 運転
546.8,電気工学 電気鉄道 信号保安装置 鉄道通信
547.1,電気工学 通信工学 電気通信 通信回路・測定
547.2,電気工学 通信工学 電気通信 通信方式 通信線路 通信網
547.3,電気工学 通信工学 電気通信 通信機器 電気音響工学 通信材料・部品
547.4,電気工学 通信工学 電気通信 有線通信
547.45,電気工学 通信工学 電気通信 電信
547.46,電気工学 通信工学 電気通信 電話
547.47,電気工学 通信工学 電気通信 搬送通信 有線放送
547.48,電気工学 通信工学 電気通信 データ通信
547.5,電気工学 通信工学 電気通信 無線通信 電波工学 高周波工学
547.51,電気工学 通信工学 電気通信 電波伝播 無線回路・測定
547.52,電気工学 通信工学 電気通信 無線通信方式
547.53,電気工学 通信工学 電気通信 アンテナ[空中線] 接地
547.54,電気工学 通信工学 電気通信 無線機器
547.6,電気工学 通信工学 電気通信 各種無線 無線局
547.7,電気工学 通信工学 電気通信 放送無線
547.8,電気工学 通信工学 電気通信 画像工学 テレビジョン
547.9,電気工学 通信工学 電気通信 高周波応用 超音波応用
548.1,電気工学 情報工学 情報理論
548.2,電気工学 情報工学 電子計算機
548.3,電気工学 情報工学 自動制御工学 オートメーション ロボット
548.5,電気工学 情報工学 人間工学
548.6,電気工学 情報工学 生体工学
548.7,電気工学 情報工学 シミュレーション
548.9,電気工学 情報工学 情報科学
548.92,電気工学 情報工学 歴史・事情
548.93,電気工学 情報工学 情報と社会
548.95,電気工学 情報工学 ドキュメンテーション
548.96,電気工学 情報工学 データ処理 情報処理
548.97,電気工学 情報工学 情報システム
549.1,電気工学 電子工学 電子理論
549.2,電気工学 電子工学 電子管の構造・材料 測定 真空技術
549.3,電気工学 電子工学 電子回路
549.4,電気工学 電子工学 真空管[熱電子管]
549.5,電気工学 電子工学 特殊電子管
549.6,電気工学 電子工学 トランジスタ
549.7,電気工学 電子工学 集積回路[IC] LSI
549.8,電気工学 電子工学 固体電子工学
549.9,電気工学 電子工学 電子装置の応用
550.9,海洋工学・船舶工学 造船業
551.1,海洋工学・船舶工学 理論造船学 船体復原性と動揺
551.2,海洋工学・船舶工学 理論造船学 船体抵抗と推進
551.3,海洋工学・船舶工学 理論造船学 舵と旋回
551.4,海洋工学・船舶工学 理論造船学 船体強度と振動
551.5,海洋工学・船舶工学 理論造船学 船舶設計・製図
551.9,海洋工学・船舶工学 理論造船学 船舶算法
552.1,海洋工学・船舶工学 船体構造・材料・施工 構造設計
552.2,海洋工学・船舶工学 船体構造・材料・施工 造船材料
552.3,海洋工学・船舶工学 船体構造・材料・施工 材料による船の種類
552.7,海洋工学・船舶工学 船体構造・材料・施工 推進力による船の種類
552.8,海洋工学・船舶工学 船体構造・材料・施工 船体施工 熔接 塗装
552.9,海洋工学・船舶工学 船体構造・材料・施工 造船所 進水
553.1,海洋工学・船舶工学 船体艤装 船舶設備 居住・衛生設備
553.2,海洋工学・船舶工学 船体艤装 船舶設備 電気設備 無線設備
553.3,海洋工学・船舶工学 船体艤装 船舶設備 防水・排水・消火・防音装置
553.4,海洋工学・船舶工学 船体艤装 船舶設備 舵取装置
553.5,海洋工学・船舶工学 船体艤装 船舶設備 配管装置
553.6,海洋工学・船舶工学 船体艤装 船舶設備 救命設備
553.7,海洋工学・船舶工学 船体艤装 船舶設備 繋船設備
553.8,海洋工学・船舶工学 船体艤装 船舶設備 荷役設備 載貨装置
554.3,海洋工学・船舶工学 舶用機関[造機] 舶用ボイラ
554.4,海洋工学・船舶工学 舶用機関[造機] 舶用汽機
554.5,海洋工学・船舶工学 舶用機関[造機] 舶用タービン
554.6,海洋工学・船舶工学 舶用機関[造機] 舶用原子力機関
554.8,海洋工学・船舶工学 舶用機関[造機] 舶用内燃機関
554.9,海洋工学・船舶工学 舶用機関[造機] 舶用補助機関 舶用推進器
555.5,海洋工学・船舶工学 船舶修理 保守 船食虫
555.6,海洋工学・船舶工学 船舶修理 保守 船底汚損 さび止
555.8,海洋工学・船舶工学 船舶修理 保守 ドック[船渠]
555.9,海洋工学・船舶工学 船舶修理 保守 サルベージ
556.3,海洋工学・船舶工学 各種の船舶・艦艇 商船
556.4,海洋工学・船舶工学 各種の船舶・艦艇 旅客船
556.5,海洋工学・船舶工学 各種の船舶・艦艇 客貨船
556.6,海洋工学・船舶工学 各種の船舶・艦艇 貨物船
556.7,海洋工学・船舶工学 各種の船舶・艦艇 特殊船
556.9,海洋工学・船舶工学 各種の船舶・艦艇 軍艦
557.1,海洋工学・船舶工学 航海 航海学 船舶運用術 船舶操縦法[操船]
557.2,海洋工学・船舶工学 航海 航海学 航海計器 航海用具
557.3,海洋工学・船舶工学 航海 航海学 航法 船位決定法
557.4,海洋工学・船舶工学 航海 航海学 船舶通信 船舶信号 霧中信号
557.5,海洋工学・船舶工学 航海 航海学 航路標識
557.6,海洋工学・船舶工学 航海 航海学 水先人 水先案内
557.7,海洋工学・船舶工学 航海 航海学 水路 水路測量
557.8,海洋工学・船舶工学 航海 航海学 海難 海上保安
558.3,海洋工学・船舶工学 海洋開発 調査技術
558.4,海洋工学・船舶工学 海洋開発 資源開発
558.5,海洋工学・船舶工学 海洋開発 海洋空間の利用
558.6,海洋工学・船舶工学 海洋開発 海洋エネルギーの利用
558.7,海洋工学・船舶工学 海洋開発 海水の利用
558.9,海洋工学・船舶工学 海洋開発 潜水技術 潜水業 潜水機器
559.1,海洋工学・船舶工学 兵器 軍事工学 銃砲 火器 砲術 射撃術
559.2,海洋工学・船舶工学 兵器 軍事工学 火工品
559.3,海洋工学・船舶工学 兵器 軍事工学 化学兵器 毒ガス技術
559.4,海洋工学・船舶工学 兵器 軍事工学 機甲兵器
559.5,海洋工学・船舶工学 兵器 軍事工学 航空兵器 誘導ミサイル・ロケット兵器
559.6,海洋工学・船舶工学 兵器 軍事工学 光学兵器 音響兵器 電気兵器 電子兵器
559.7,海洋工学・船舶工学 兵器 軍事工学 核兵器
559.8,海洋工学・船舶工学 兵器 軍事工学 防御兵器 防空技術 偽装
559.9,海洋工学・船舶工学 兵器 軍事工学 軍事土木
560.9,金属工学・鉱山工学 鉱業経済
